MNIST,rerf,1,8.141,0.9535,6000,600
MNIST,rerf,1,9.322,0.9531,6000,1200
MNIST,rerf,1,9.992,0.9547,6000,1800
MNIST,rerf,1,11.072,0.9535,6000,2400
MNIST,rerf,1,10.822,0.9537,6000,3000
MNIST,rerf,1,10.597,0.9568,6000,3600
MNIST,rerf,1,10.953,0.955,6000,4200
MNIST,rerf,1,11.268,0.9536,6000,4800
MNIST,rerf,1,11.208,0.953,6000,5400
MNIST,rerf,1,11.572,0.9546,6000,6000
MNIST,rerf,1,9.04700000000001,0.9559,12000,1200
MNIST,rerf,1,10.101,0.9535,12000,2400
MNIST,rerf,1,10.799,0.9563,12000,3600
MNIST,rerf,1,11.161,0.9548,12000,4800
MNIST,rerf,1,11.27,0.9533,12000,6000
MNIST,rerf,1,11.501,0.955,12000,7200
MNIST,rerf,1,11.792,0.954,12000,8400
MNIST,rerf,1,11.883,0.9553,12000,9600
MNIST,rerf,1,11.908,0.9538,12000,10800
MNIST,rerf,1,11.941,0.9538,12000,12000
MNIST,rerf,1,9.77500000000001,0.9547,18000,1800
MNIST,rerf,1,10.724,0.9544,18000,3600
MNIST,rerf,1,11.423,0.9553,18000,5400
MNIST,rerf,1,11.54,0.9553,18000,7200
MNIST,rerf,1,11.759,0.9529,18000,9000
MNIST,rerf,1,11.909,0.9556,18000,10800
MNIST,rerf,1,12.07,0.9547,18000,12600
MNIST,rerf,1,12.261,0.9541,18000,14400
MNIST,rerf,1,12.27,0.9559,18000,16200
MNIST,rerf,1,12.329,0.9541,18000,18000
MNIST,rerf,1,10.148,0.9529,24000,2400
MNIST,rerf,1,11.721,0.9548,24000,4800
MNIST,rerf,1,11.443,0.9535,24000,7200
MNIST,rerf,1,11.87,0.9561,24000,9600
MNIST,rerf,1,12.131,0.9544,24000,12000
MNIST,rerf,1,12.192,0.9545,24000,14400
MNIST,rerf,1,12.387,0.956,24000,16800
MNIST,rerf,1,12.409,0.9552,24000,19200
MNIST,rerf,1,12.65,0.9545,24000,21600
MNIST,rerf,1,12.562,0.9551,24000,24000
MNIST,rerf,1,10.595,0.9551,30000,3000
MNIST,rerf,1,11.462,0.9551,30000,6000
MNIST,rerf,1,11.72,0.955,30000,9000
MNIST,rerf,1,12.009,0.9556,30000,12000
MNIST,rerf,1,12.077,0.9557,30000,15000
MNIST,rerf,1,12.3969999999999,0.9571,30000,18000
MNIST,rerf,1,12.42,0.9542,30000,21000
MNIST,rerf,1,12.587,0.9527,30000,24000
MNIST,rerf,1,12.8100000000001,0.9557,30000,27000
MNIST,rerf,1,12.8109999999999,0.9557,30000,30000
MNIST,rerf,1,10.616,0.9519,36000,3600
MNIST,rerf,1,11.586,0.9539,36000,7200
MNIST,rerf,1,12.011,0.9553,36000,10800
MNIST,rerf,1,12.124,0.9529,36000,14400
MNIST,rerf,1,12.298,0.9531,36000,18000
MNIST,rerf,1,12.6229999999999,0.9539,36000,21600
MNIST,rerf,1,12.748,0.9583,36000,25200
MNIST,rerf,1,13.1039999999999,0.9542,36000,28800
MNIST,rerf,1,12.747,0.9542,36000,32400
MNIST,rerf,1,12.828,0.9573,36000,36000
MNIST,rerf,1,10.967,0.9546,42000,4200
MNIST,rerf,1,11.5830000000001,0.9549,42000,8400
MNIST,rerf,1,11.9780000000001,0.9563,42000,12600
MNIST,rerf,1,12.159,0.9541,42000,16800
MNIST,rerf,1,12.452,0.9537,42000,21000
MNIST,rerf,1,12.6350000000001,0.9555,42000,25200
MNIST,rerf,1,12.681,0.9523,42000,29400
MNIST,rerf,1,12.707,0.9538,42000,33600
MNIST,rerf,1,12.854,0.9555,42000,37800
MNIST,rerf,1,12.909,0.9526,42000,42000
MNIST,rerf,1,11.124,0.9525,48000,4800
MNIST,rerf,1,11.711,0.9546,48000,9600
MNIST,rerf,1,12.13,0.955,48000,14400
MNIST,rerf,1,12.462,0.9545,48000,19200
MNIST,rerf,1,12.5319999999999,0.9548,48000,24000
MNIST,rerf,1,12.624,0.9559,48000,28800
MNIST,rerf,1,12.7470000000001,0.9525,48000,33600
MNIST,rerf,1,12.683,0.9531,48000,38400
MNIST,rerf,1,12.9499999999999,0.9537,48000,43200
MNIST,rerf,1,12.875,0.9556,48000,48000
MNIST,rerf,1,11.2040000000001,0.9554,54000,5400
MNIST,rerf,1,12.239,0.9555,54000,10800
MNIST,rerf,1,12.298,0.9544,54000,16200
MNIST,rerf,1,12.5280000000001,0.9555,54000,21600
MNIST,rerf,1,12.5629999999999,0.9538,54000,27000
MNIST,rerf,1,12.6980000000001,0.9552,54000,32400
MNIST,rerf,1,12.7250000000001,0.9558,54000,37800
MNIST,rerf,1,12.912,0.9533,54000,43200
MNIST,rerf,1,13.0720000000001,0.9537,54000,48600
MNIST,rerf,1,13.1500000000001,0.9556,54000,54000
MNIST,rerf,1,11.4170000000001,0.9537,60000,6000
MNIST,rerf,1,12.1229999999998,0.9546,60000,12000
MNIST,rerf,1,12.337,0.9554,60000,18000
MNIST,rerf,1,12.6390000000001,0.9533,60000,24000
MNIST,rerf,1,12.6109999999999,0.9555,60000,30000
MNIST,rerf,1,12.932,0.9509,60000,36000
MNIST,rerf,1,13.019,0.9536,60000,42000
MNIST,rerf,1,12.9639999999999,0.9501,60000,48000
MNIST,rerf,1,12.9570000000001,0.9562,60000,54000
MNIST,rerf,1,13.2140000000002,0.9548,60000,60000
MNIST,rerf,1,7.939,0.9527,6000,600
MNIST,rerf,1,7.911,0.9557,6000,600
MNIST,rerf,1,7.931,0.9559,6000,600
MNIST,rerf,1,7.898,0.9543,6000,600
MNIST,rerf,1,8.012,0.9567,6000,600
MNIST,rerf,1,7.87,0.9517,6000,600
MNIST,rerf,1,7.86800000000001,0.9548,6000,600
MNIST,rerf,1,7.83199999999999,0.9557,6000,600
MNIST,rerf,1,7.831,0.9546,6000,600
MNIST,rerf,1,7.92400000000001,0.9552,6000,600
